1101   ,1102   ,1216   ,1301   ,1303   ,1326   ,1402   ,1476   ,2002   ,2105   ,2207   ,2227   ,2301   ,2303   ,2308   ,2311   ,2317   ,2325   ,2330   ,2354   ,2357   ,2382   ,2395   ,2408   ,2409   ,2412   ,2454   ,2474   ,2801   ,2880   ,2881   ,2882   ,2883   ,2884   ,2885   ,2886   ,2887   ,2890   ,2891   ,2892   ,2912   ,3008   ,3045   ,3481   ,4904   ,4938   ,5880   ,6505   ,9904   ,
   33.88,   25.97,   50.63,   84.60,   70.10,   89.65,   25.96,  278.71,   24.55,   58.65,  337.04,  182.61,   46.08,   10.90,  164.89,   35.14,   80.91,   45.60,  178.55,   85.07,  252.70,   60.43,  230.24,   46.95,   12.86,   95.49,  197.17,  243.02,   16.14,   14.91,   48.03,   45.03,    7.46,   16.31,   11.85,   22.01,   10.88,    8.58,   16.99,   16.11,  223.39, 4498.08,   96.95,   14.11,   68.33,   72.20,   13.16,   98.21,   37.49,
   34.55,   26.11,   50.91,   84.60,   70.19,   90.12,   25.96,  275.85,   24.69,   59.23,  341.40,  181.69,   46.98,   11.00,  166.83,   36.06,   80.52,   45.93,  178.55,   84.88,  249.88,   59.57,  230.24,   45.40,   12.62,   95.49,  199.58,  248.36,   16.23,   15.05,   47.36,   44.79,    7.48,   16.31,   11.85,   21.92,   10.93,    8.53,   16.99,   16.16,  224.36, 4438.76,   97.42,   13.86,   68.52,   72.30,   13.20,   98.69,   37.73,
   34.17,   26.35,   51.88,   85.36,   70.10,   91.06,   26.05,  277.28,   24.69,   59.42,  338.01,  182.15,   46.98,   11.05,  169.74,   36.10,   81.77,   46.22,  178.55,   85.84,  247.53,   59.67,  234.67,   45.25,   12.67,   95.96,  204.40,  248.36,   16.32,   15.09,   48.42,   46.28,    7.55,   16.44,   12.33,   22.30,   10.98,    8.59,   17.13,   16.34,  222.42, 4453.59,   99.80,   13.81,   68.90,   72.96,   13.39,  101.06,   37.88,
   33.83,   26.45,   52.36,   86.21,   70.76,   92.29,   26.25,  272.04,   24.65,   60.75,  342.85,  183.07,   47.45,   11.10,  168.77,   35.62,   82.54,   46.32,  178.55,   86.23,  250.35,   59.19,  232.90,   45.30,   12.38,   96.44,  210.18,  252.72,   16.46,   15.23,   48.61,   46.08,    7.53,   16.44,   12.33,   22.39,   11.16,    8.65,   17.27,   16.48,  223.88, 4428.88,   99.32,   13.46,   68.71,   74.10,   13.53,   99.16,   38.36,
   33.78,   26.31,   51.98,   85.74,   70.85,   91.72,   25.72,  274.42,   24.21,   59.89,  340.91,  184.45,   48.01,   11.05,  169.74,   36.63,   84.18,   46.22,  177.58,   90.26,  246.59,   58.33,  232.90,   44.57,   11.90,   95.96,  205.85,  253.69,   16.46,   15.19,   48.32,   45.94,    7.52,   16.40,   12.28,   22.30,   11.11,    8.69,   17.13,   16.44,  222.42, 4418.99,   98.85,   12.96,   68.90,   74.29,   13.57,   98.69,   38.60,
   34.84,   26.65,   52.17,   85.74,   70.94,   91.35,   26.15,  274.90,   24.41,   60.66,  342.37,  187.22,   49.70,   11.10,  169.74,   37.16,   85.52,   46.46,  178.06,   89.01,  248.94,   58.72,  239.10,   44.72,   12.09,   95.49,  207.29,  250.78,   16.46,   15.23,   48.61,   45.80,    7.53,   16.44,   12.33,   22.15,   11.07,    8.75,   17.42,   16.48,  221.94, 4557.40,   99.80,   13.26,   69.00,   75.05,   13.57,   99.16,   38.50,
   36.66,   27.76,   52.46,   87.92,   72.73,   93.23,   26.64,  289.19,   24.74,   61.42,  344.30,  190.91,   49.80,   11.19,  169.74,   37.02,   85.72,   46.90,  179.52,   88.92,  250.35,   60.53,  240.87,   44.47,   11.85,   96.44,  207.77,  258.06,   16.60,   15.37,   48.89,   46.37,    7.56,   16.62,   12.53,   22.39,   11.21,    8.84,   17.56,   16.57,  220.49, 4685.91,   99.80,   12.92,   68.62,   78.47,   13.62,  102.01,   39.04,
   36.47,   27.76,   52.94,   88.40,   73.58,   93.89,   26.68,  287.76,   24.74,   61.70,  346.72,  192.75,   49.80,   11.29,  169.74,   36.92,   86.49,   47.28,  181.45,   91.12,  255.05,   60.82,  236.89,   45.78,   11.42,   96.44,  209.22,  260.00,   16.65,   15.42,   48.61,   46.32,    7.60,   16.71,   12.48,   22.58,   11.16,    8.86,   17.75,   16.62,  219.52, 4651.31,   99.80,   12.27,   68.43,   78.85,   13.62,  101.06,   40.24,
   36.28,   27.76,   52.26,   87.92,   73.30,   93.23,   26.54,  289.67,   24.84,   62.85,  348.66,  191.83,   48.95,   11.29,  170.23,   36.87,   86.58,   47.28,  181.45,   92.28,  258.80,   61.01,  238.21,   45.35,   11.32,   96.44,  209.22,  256.12,   16.70,   15.42,   49.18,   46.66,    7.60,   16.71,   12.48,   22.53,   11.16,    8.84,   17.70,   16.62,  217.58, 4661.20,  101.22,   12.22,   69.00,   78.09,   13.67,  102.49,   40.24,
   36.52,   28.10,   53.04,   91.73,   74.43,   93.70,   26.93,  293.96,   25.42,   63.80,  350.11,  193.21,   49.51,   11.34,  170.23,   37.50,   87.45,   47.24,  182.90,   93.24,  263.03,   61.10,  240.43,   45.35,   11.52,   96.44,  208.74,  260.97,   16.88,   15.55,   49.09,   46.95,    7.65,   16.89,   12.58,   22.86,   11.21,    8.87,   17.70,   16.71,  219.03, 4641.43,  100.75,   12.42,   68.62,   78.38,   13.80,  103.43,   40.82,
   36.13,   28.14,   53.52,   89.35,   72.92,   92.76,   26.83,  286.81,   25.03,   63.04,  351.08,  194.60,   49.70,   11.39,  169.74,   36.92,   87.54,   47.14,  182.90,   91.51,  257.39,   61.20,  237.33,   45.40,   11.37,   96.44,  209.22,  259.03,   17.16,   15.51,   49.18,   47.09,    7.69,   16.98,   12.58,   22.58,   11.34,    8.89,   17.80,   16.76,  220.49, 4507.97,  101.22,   12.47,   69.00,   77.62,   13.80,  102.96,   40.82,
